id,sex,race,region,born,hhsize,adults,age,agekdbrn,sibs,dwelling,wrkstat,degree,educ,paeduc,maeduc,speduc,happy,marital,hapmar,agemar,satjob,postlife,health,class,sei,pasei,masei,spsei,rincome,income,polviews,natroad,natmass,natsci,natchld,sexornt,newsfrom,intecon,inteduc,intspace,intintl,intmil,intenvir,helpful,cantrust,conmedic,coneduc,confinan,intrhome,tvhours
1501,MALE,WHITE,NORTH,YES,2,2,69,30,0,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,12,12,12,VERY HAPPY,MARRIED,PRETTY HAPPY,59,,YES,EXCELLENT,MIDDLE CLASS,31.5,31.5,29.8,50.5,,,MODERATE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO MUCH,,TV,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,,,,,,NO,4
1502,MALE,WHITE,NORTH,YES,1,1,49,49,3,DETACHED 1-FAM HOUSE,OTHER,PRIMARY/HIGH SCHOOL,12,12,20,14,PRETTY HAPPY,SEPARATED,,26,,YES,,LOWER CLASS,47,27.7,22.5,35,,,LIBERAL,TOO LITTLE,TOO MUCH,TOO LITTLE,,,BOOKS OTHER PRINTED MATERIALS,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,HARDLY ANY,ONLY SOME,NO,0
1503,MALE,WHITE,NORTH,YES,2,2,79,33,3,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,7,7,10,VERY HAPPY,MARRIED,VERY HAPPY,28,,YES,GOOD,WORKING CLASS,63.5,33.9,20.1,27.7,,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,,,,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
1504,FEMALE,WHITE,NORTH,YES,3,2,37,26,0,DETACHED 1-FAM HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,12,12,12,12,PRETTY HAPPY,MARRIED,VERY HAPPY,25,VERY SATISFIED,YES,FAIR,WORKING CLASS,29.2,37.3,33,63.5,,,CONSERVATIVE,ABOUT RIGHT,,TOO MUCH,,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,4
1505,MALE,WHITE,NORTH,YES,2,1,82,28,1,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,2,3,12,VERY HAPPY,MARRIED,VERY HAPPY,26,,YES,GOOD,MIDDLE CLASS,49.6,37.8,71,37.7,,,MODERATE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,,0
1506,FEMALE,WHITE,NORTH,YES,2,2,53,21,3,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,13,12,11,PRETTY HAPPY,MARRIED,PRETTY HAPPY,18,VERY SATISFIED,YES,GOOD,WORKING CLASS,31.2,76.4,38,29.5,$10000 - 14999,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,14
1507,FEMALE,WHITE,NORTH,YES,1,1,85,20,5,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,6,12,5,VERY HAPPY,WIDOWED,,19,,YES,GOOD,MIDDLE CLASS,29.5,37.3,54,20,,$15000 - 19999,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,NO,4
1508,FEMALE,WHITE,NORTH,YES,5,3,44,26,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,16,16,20,VERY HAPPY,MARRIED,VERY HAPPY,22,VERY SATISFIED,YES,,MIDDLE CLASS,73.2,35,78.5,64.1,,,CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,,RADIO,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,YES,1
1509,FEMALE,WHITE,NORTH,YES,2,2,67,20,2,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,13,12,12,18,VERY HAPPY,MARRIED,VERY HAPPY,17,,YES,GOOD,MIDDLE CLASS,33.6,27.7,38.9,78.5,,,MODERATE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,,,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,,5
1510,FEMALE,WHITE,NORTH,YES,2,2,63,27,4,DETACHED 1-FAM HOUSE,RETIRED,GRADUATE,19,12,12,19,VERY HAPPY,MARRIED,VERY HAPPY,22,,YES,,WORKING CLASS,78.5,50.7,80,48.6,,,MODERATE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,YES,1
1511,MALE,WHITE,NORTH,YES,2,2,56,26,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,14,PRETTY HAPPY,MARRIED,VERY HAPPY,25,VERY SATISFIED,YES,,MIDDLE CLASS,73.6,63.5,38.4,73.2,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,,TOO LITTLE,,TOO MUCH,,TV,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,DEPENDS,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,2
1512,FEMALE,WHITE,NORTH,YES,1,1,62,22,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,5,12,4,NOT TOO HAPPY,WIDOWED,,17,MOD. SATISFIED,NO,,LOWER CLASS,37.9,37.7,28.4,42,,,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,,TV,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,HELPFUL,USUAL NOT TRUSTED,HARDLY ANY,ONLY SOME,ONLY SOME,NO,5
1513,MALE,WHITE,EAST,YES,4,2,47,33,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,19,12,12,19,VERY HAPPY,MARRIED,VERY HAPPY,33,VERY SATISFIED,YES,,MIDDLE CLASS,59.3,38,38.4,73.2,,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,YES,4
1514,MALE,WHITE,EAST,YES,1,1,60,35,2,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,18,16,8,PRETTY HAPPY,NEVER MARRIED,,43,,NO,,MIDDLE CLASS,41,85.1,77,45,,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,ALWAYS TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,YES,3
1515,FEMALE,WHITE,EAST,YES,3,3,25,,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,16,19,19,PRETTY HAPPY,NEVER MARRIED,,37,VERY SATISFIED,NO,FAIR,MIDDLE CLASS,38.9,73.3,71.2,32,$1000 TO 2999,$25000 OR MORE,EXTREMELY LIBERAL,TOO MUCH,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,FAMILY,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,,,,,,YES,2
1516,MALE,BLACK,EAST,YES,2,2,60,22,7,2 UNITS SIDE BY SIDE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,13,12,13,14,VERY HAPPY,MARRIED,VERY HAPPY,18,MOD. SATISFIED,NO,,MIDDLE CLASS,25.3,29.2,29,69.7,$25000 OR MORE,$25000 OR MORE,EXTREMELY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,TOO MUCH,TOO LITTLE,,TV,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,6
1517,FEMALE,WHITE,EAST,YES,3,2,59,32,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,GRADUATE,20,19,18,20,VERY HAPPY,MARRIED,VERY HAPPY,28,VERY SATISFIED,NO,,MIDDLE CLASS,82.7,84.7,75,88.9,$25000 OR MORE,,EXTREMELY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,0
1518,MALE,WHITE,EAST,NO,2,2,49,37,1,APARTMENT HOUSE,WORKING FULLTIME,GRADUATE,18,6,12,16,VERY HAPPY,MARRIED,VERY HAPPY,36,VERY SATISFIED,NO,EXCELLENT,WORKING CLASS,83.7,32.3,63.5,56.5,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,A GREAT DEAL,HARDLY ANY,ONLY SOME,,6
1519,FEMALE,WHITE,EAST,YES,1,1,23,54,3,APARTMENT HOUSE,WORKING FULLTIME,BACHELOR,16,15,12,19,VERY HAPPY,NEVER MARRIED,,60,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,82.7,50.7,47,86,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
1520,MALE,WHITE,EAST,YES,2,1,42,27,2,APARTMENT HOUSE,WORKING FULLTIME,BACHELOR,17,12,13,16,PRETTY HAPPY,MARRIED,VERY HAPPY,26,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,63.5,37.6,33.1,64.8,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,TOO MUCH,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,ALWAYS TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,,4
1521,FEMALE,WHITE,EAST,YES,2,2,24,49,1,APARTMENT HOUSE,WORKING FULLTIME,BACHELOR,16,14,12,18,PRETTY HAPPY,MARRIED,VERY HAPPY,27,MOD. SATISFIED,YES,GOOD,WORKING CLASS,56.6,86.6,36.9,63.5,$7000 TO 7999,$10000 - 14999,CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,5
1522,FEMALE,WHITE,EAST,YES,3,3,22,26,2,3-4 FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,16,16,12,2,PRETTY HAPPY,NEVER MARRIED,,49,MOD. SATISFIED,NO,EXCELLENT,MIDDLE CLASS,33.9,61.9,38.9,79,$7000 TO 7999,$7000 TO 7999,LIBERAL,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
1523,FEMALE,WHITE,EAST,YES,2,2,24,54,4,2 UNITS SIDE BY SIDE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,16,18,7,PRETTY HAPPY,NEVER MARRIED,,50,VERY SATISFIED,YES,GOOD,WORKING CLASS,64.2,37.3,73.2,76,$20000 - 24999,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,A GREAT DEAL,ONLY SOME,,20
1524,MALE,WHITE,EAST,YES,2,2,31,17,1,2 UNITS SIDE BY SIDE,WORKING FULLTIME,BACHELOR,17,16,16,16,VERY HAPPY,MARRIED,VERY HAPPY,28,MOD. SATISFIED,NO,GOOD,MIDDLE CLASS,63.5,65.8,63.2,78.5,,$25000 OR MORE,LIBERAL,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,YES,9
1525,MALE,WHITE,EAST,YES,1,1,27,24,1,APARTMENT HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,13,16,13,2,PRETTY HAPPY,NEVER MARRIED,,28,A LITTLE DISSAT,,GOOD,WORKING CLASS,63.5,62.2,38,17,$20000 - 24999,$20000 - 24999,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,3
1526,FEMALE,WHITE,EAST,YES,1,1,29,44,2,DETACHED 1-FAM HOUSE,"UNEMPL, LAID OFF",BACHELOR,19,13,14,8,PRETTY HAPPY,NEVER MARRIED,,47,,YES,FAIR,MIDDLE CLASS,69.2,37.3,38.4,57,$20000 - 24999,$20000 - 24999,MODERATE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
1527,FEMALE,WHITE,EAST,YES,1,1,38,41,0,2 UNITS SIDE BY SIDE,"UNEMPL, LAID OFF",BACHELOR,20,20,12,14,NOT TOO HAPPY,NEVER MARRIED,,57,VERY DISSATISFIED,YES,GOOD,MIDDLE CLASS,37.7,36,29.2,22,,$10000 - 14999,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,BISEXUAL,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,,,,,,YES,2
1528,MALE,WHITE,EAST,YES,2,2,26,21,3,2 UNITS SIDE BY SIDE,WORKING FULLTIME,BACHELOR,16,16,14,11,VERY HAPPY,DIVORCED,,25,MOD. SATISFIED,YES,,WORKING CLASS,69.2,73.9,36.9,79,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,HARDLY ANY,A GREAT DEAL,YES,3
1529,MALE,WHITE,EAST,YES,3,2,66,42,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,12,16,12,19,NOT TOO HAPPY,MARRIED,VERY HAPPY,38,VERY SATISFIED,NO,GOOD,MIDDLE CLASS,33.9,86.6,21,73.2,$6000 TO 6999,$25000 OR MORE,CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,A GREAT DEAL,,20
1530,FEMALE,WHITE,EAST,YES,2,2,51,20,18,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,12,12,14,VERY HAPPY,MARRIED,VERY HAPPY,26,VERY SATISFIED,YES,EXCELLENT,WORKING CLASS,67,38.4,69,63.5,$25000 OR MORE,$25000 OR MORE,CONSERVATIVE,,,TOO MUCH,,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
1531,FEMALE,WHITE,EAST,YES,2,2,70,21,1,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,12,12,10,PRETTY HAPPY,MARRIED,NOT TOO HAPPY,18,,YES,GOOD,MIDDLE CLASS,29,38.1,22.5,44.7,,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,,,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUAL NOT TRUSTED,HARDLY ANY,HARDLY ANY,HARDLY ANY,,19
1532,FEMALE,WHITE,EAST,YES,5,2,40,25,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,20,12,18,16,VERY HAPPY,MARRIED,VERY HAPPY,21,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,63.5,64.1,73.2,63.2,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,14
1533,FEMALE,WHITE,EAST,YES,2,2,66,21,1,DETACHED 1-FAM HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,12,8,12,12,PRETTY HAPPY,MARRIED,VERY HAPPY,18,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,50.7,37.3,49,50.7,,,CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,,,,,,NO,0
1534,MALE,WHITE,EAST,YES,1,1,58,27,8,DETACHED 1-FAM HOUSE,OTHER,PRIMARY/HIGH SCHOOL,14,13,10,1,PRETTY HAPPY,DIVORCED,,26,,YES,POOR,MIDDLE CLASS,31.9,35.4,29.3,27,,$7000 TO 7999,,TOO MUCH,ABOUT RIGHT,TOO MUCH,TOO LITTLE,,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,,,,,,NO,5
1535,MALE,WHITE,EAST,YES,4,2,39,30,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,14,12,16,VERY HAPPY,MARRIED,VERY HAPPY,,VERY SATISFIED,YES,,MIDDLE CLASS,63.5,69.7,19,76.4,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,1
1536,FEMALE,WHITE,EAST,YES,2,2,78,24,9,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,13,0,13,8,VERY HAPPY,MARRIED,VERY HAPPY,23,,YES,EXCELLENT,WORKING CLASS,48.5,47,30,48.8,,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,A GREAT DEAL,YES,4
1537,MALE,WHITE,EAST,YES,2,2,50,27,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,17,14,13,16,PRETTY HAPPY,MARRIED,PRETTY HAPPY,21,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,64.8,55.1,37.9,78.5,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO MUCH,TOO MUCH,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,ALWAYS TRUSTED,ONLY SOME,A GREAT DEAL,A GREAT DEAL,,12
1538,FEMALE,WHITE,SOUTH EAST,YES,1,1,70,24,0,2 UNITS SIDE BY SIDE,RETIRED,PRIMARY/HIGH SCHOOL,14,8,8,5,VERY HAPPY,WIDOWED,,16,,YES,,MIDDLE CLASS,38.4,28.6,68,52,,,LIBERAL,,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,2
1539,FEMALE,WHITE,SOUTH EAST,YES,4,2,36,26,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,BACHELOR,18,14,12,12,VERY HAPPY,MARRIED,VERY HAPPY,23,VERY SATISFIED,YES,GOOD,WORKING CLASS,84.2,64.1,64.2,44.7,$20000 - 24999,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,,,,,,YES,2
1540,FEMALE,WHITE,SOUTH EAST,YES,2,2,27,24,4,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,8,8,18,PRETTY HAPPY,MARRIED,VERY HAPPY,24,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,64.8,32.3,61,78.5,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,ALWAYS TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,14
1541,MALE,WHITE,SOUTH EAST,YES,2,2,64,21,0,3-4 FAM HOUSE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,14,5,12,11,PRETTY HAPPY,MARRIED,VERY HAPPY,18,VERY SATISFIED,YES,FAIR,WORKING CLASS,31.5,59,25.3,38.4,,$1000 TO 2999,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,4
1542,MALE,WHITE,SOUTH EAST,YES,2,2,72,21,3,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,14,12,12,14,VERY HAPPY,MARRIED,VERY HAPPY,20,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,35.1,65.2,25.5,38.4,$4000 TO 4999,$25000 OR MORE,CONSERVATIVE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,A GREAT DEAL,ONLY SOME,A GREAT DEAL,,13
1543,FEMALE,WHITE,SOUTH EAST,YES,3,3,54,19,3,2 UNITS SIDE BY SIDE,TEMP NOT WORKING,POST PRIMARY/HIGH SCHOOL,14,12,8,14,PRETTY HAPPY,MARRIED,PRETTY HAPPY,22,VERY SATISFIED,YES,,MIDDLE CLASS,78.5,87,29,30.1,,,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,DEPENDS,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,YES,5
